,Emotions,Path,Intensity,Statement,actor
1282,angry,/03-01-05-02-01-02-22.wav,intense,Kids are talking by the door,Actor_22
1283,fear,/03-01-06-02-01-01-22.wav,intense,Kids are talking by the door,Actor_22
1284,sad,/03-01-04-01-01-01-22.wav,normal,Kids are talking by the door,Actor_22
1285,disgust,/03-01-07-01-01-02-22.wav,normal,Kids are talking by the door,Actor_22
1286,disgust,/03-01-07-02-02-02-22.wav,intense,Dogs are sitting by the door,Actor_22
1287,sad,/03-01-04-02-02-01-22.wav,intense,Dogs are sitting by the door,Actor_22
1288,surprise,/03-01-08-02-02-02-22.wav,intense,Dogs are sitting by the door,Actor_22
1289,surprise,/03-01-08-01-01-02-22.wav,normal,Kids are talking by the door,Actor_22
1290,calm,/03-01-02-01-01-02-22.wav,normal,Kids are talking by the door,Actor_22
1291,neutral,/03-01-01-01-01-01-22.wav,normal,Kids are talking by the door,Actor_22
1292,calm,/03-01-02-02-02-02-22.wav,intense,Dogs are sitting by the door,Actor_22
1293,happy,/03-01-03-01-02-01-22.wav,normal,Dogs are sitting by the door,Actor_22
1294,happy,/03-01-03-02-01-01-22.wav,intense,Kids are talking by the door,Actor_22
1295,disgust,/03-01-07-02-01-02-22.wav,intense,Kids are talking by the door,Actor_22
1296,sad,/03-01-04-02-01-01-22.wav,intense,Kids are talking by the door,Actor_22
1297,sad,/03-01-04-01-02-01-22.wav,normal,Dogs are sitting by the door,Actor_22
1298,disgust,/03-01-07-01-02-02-22.wav,normal,Dogs are sitting by the door,Actor_22
1299,angry,/03-01-05-02-02-02-22.wav,intense,Dogs are sitting by the door,Actor_22
1300,fear,/03-01-06-02-02-01-22.wav,intense,Dogs are sitting by the door,Actor_22
1301,fear,/03-01-06-01-01-01-22.wav,normal,Kids are talking by the door,Actor_22
1302,angry,/03-01-05-01-01-02-22.wav,normal,Kids are talking by the door,Actor_22
1303,surprise,/03-01-08-01-02-02-22.wav,normal,Dogs are sitting by the door,Actor_22
1304,surprise,/03-01-08-02-01-02-22.wav,intense,Kids are talking by the door,Actor_22
1305,sad,/03-01-04-02-02-02-22.wav,intense,Dogs are sitting by the door,Actor_22
1306,disgust,/03-01-07-02-02-01-22.wav,intense,Dogs are sitting by the door,Actor_22
1307,disgust,/03-01-07-01-01-01-22.wav,normal,Kids are talking by the door,Actor_22
1308,sad,/03-01-04-01-01-02-22.wav,normal,Kids are talking by the door,Actor_22
1309,fear,/03-01-06-02-01-02-22.wav,intense,Kids are talking by the door,Actor_22
1310,angry,/03-01-05-02-01-01-22.wav,intense,Kids are talking by the door,Actor_22
1311,angry,/03-01-05-01-02-01-22.wav,normal,Dogs are sitting by the door,Actor_22
1312,fear,/03-01-06-01-02-02-22.wav,normal,Dogs are sitting by the door,Actor_22
1313,surprise,/03-01-08-01-01-01-22.wav,normal,Kids are talking by the door,Actor_22
1314,surprise,/03-01-08-02-02-01-22.wav,intense,Dogs are sitting by the door,Actor_22
1315,neutral,/03-01-01-01-02-02-22.wav,normal,Dogs are sitting by the door,Actor_22
1316,calm,/03-01-02-01-02-01-22.wav,normal,Dogs are sitting by the door,Actor_22
1317,calm,/03-01-02-02-01-01-22.wav,intense,Kids are talking by the door,Actor_22
1318,happy,/03-01-03-01-01-02-22.wav,normal,Kids are talking by the door,Actor_22
1319,happy,/03-01-03-02-02-02-22.wav,intense,Dogs are sitting by the door,Actor_22
1320,disgust,/03-01-07-02-01-01-23.wav,intense,Kids are talking by the door,Actor_23
1321,sad,/03-01-04-02-01-02-23.wav,intense,Kids are talking by the door,Actor_23
1322,sad,/03-01-04-01-02-02-23.wav,normal,Dogs are sitting by the door,Actor_23
1323,disgust,/03-01-07-01-02-01-23.wav,normal,Dogs are sitting by the door,Actor_23
1324,angry,/03-01-05-02-02-01-23.wav,intense,Dogs are sitting by the door,Actor_23
1325,fear,/03-01-06-02-02-02-23.wav,intense,Dogs are sitting by the door,Actor_23
1326,fear,/03-01-06-01-01-02-23.wav,normal,Kids are talking by the door,Actor_23
1327,angry,/03-01-05-01-01-01-23.wav,normal,Kids are talking by the door,Actor_23
1328,surprise,/03-01-08-01-02-01-23.wav,normal,Dogs are sitting by the door,Actor_23
1329,surprise,/03-01-08-02-01-01-23.wav,intense,Kids are talking by the door,Actor_23
1330,calm,/03-01-02-01-01-01-23.wav,normal,Kids are talking by the door,Actor_23
1331,neutral,/03-01-01-01-01-02-23.wav,normal,Kids are talking by the door,Actor_23
1332,calm,/03-01-02-02-02-01-23.wav,intense,Dogs are sitting by the door,Actor_23
1333,happy,/03-01-03-01-02-02-23.wav,normal,Dogs are sitting by the door,Actor_23
1334,happy,/03-01-03-02-01-02-23.wav,intense,Kids are talking by the door,Actor_23
1335,neutral,/03-01-01-01-02-01-23.wav,normal,Dogs are sitting by the door,Actor_23
1336,calm,/03-01-02-01-02-02-23.wav,normal,Dogs are sitting by the door,Actor_23
1337,calm,/03-01-02-02-01-02-23.wav,intense,Kids are talking by the door,Actor_23
1338,happy,/03-01-03-01-01-01-23.wav,normal,Kids are talking by the door,Actor_23
1339,happy,/03-01-03-02-02-01-23.wav,intense,Dogs are sitting by the door,Actor_23
1340,sad,/03-01-04-02-02-01-23.wav,intense,Dogs are sitting by the door,Actor_23
1341,disgust,/03-01-07-02-02-02-23.wav,intense,Dogs are sitting by the door,Actor_23
1342,disgust,/03-01-07-01-01-02-23.wav,normal,Kids are talking by the door,Actor_23
1343,sad,/03-01-04-01-01-01-23.wav,normal,Kids are talking by the door,Actor_23
1344,fear,/03-01-06-02-01-01-23.wav,intense,Kids are talking by the door,Actor_23
1345,angry,/03-01-05-02-01-02-23.wav,intense,Kids are talking by the door,Actor_23
1346,angry,/03-01-05-01-02-02-23.wav,normal,Dogs are sitting by the door,Actor_23
1347,fear,/03-01-06-01-02-01-23.wav,normal,Dogs are sitting by the door,Actor_23
1348,surprise,/03-01-08-01-01-02-23.wav,normal,Kids are talking by the door,Actor_23
1349,surprise,/03-01-08-02-02-02-23.wav,intense,Dogs are sitting by the door,Actor_23
1350,happy,/03-01-03-02-01-01-23.wav,intense,Kids are talking by the door,Actor_23
1351,happy,/03-01-03-01-02-01-23.wav,normal,Dogs are sitting by the door,Actor_23
1352,calm,/03-01-02-02-02-02-23.wav,intense,Dogs are sitting by the door,Actor_23
1353,neutral,/03-01-01-01-01-01-23.wav,normal,Kids are talking by the door,Actor_23
1354,calm,/03-01-02-01-01-02-23.wav,normal,Kids are talking by the door,Actor_23
1355,angry,/03-01-05-01-01-02-23.wav,normal,Kids are talking by the door,Actor_23
1356,fear,/03-01-06-01-01-01-23.wav,normal,Kids are talking by the door,Actor_23
1357,fear,/03-01-06-02-02-01-23.wav,intense,Dogs are sitting by the door,Actor_23
1358,angry,/03-01-05-02-02-02-23.wav,intense,Dogs are sitting by the door,Actor_23
1359,disgust,/03-01-07-01-02-02-23.wav,normal,Dogs are sitting by the door,Actor_23
1360,sad,/03-01-04-01-02-01-23.wav,normal,Dogs are sitting by the door,Actor_23
1361,sad,/03-01-04-02-01-01-23.wav,intense,Kids are talking by the door,Actor_23
1362,disgust,/03-01-07-02-01-02-23.wav,intense,Kids are talking by the door,Actor_23
1363,surprise,/03-01-08-02-01-02-23.wav,intense,Kids are talking by the door,Actor_23
1364,surprise,/03-01-08-01-02-02-23.wav,normal,Dogs are sitting by the door,Actor_23
1365,fear,/03-01-06-01-02-02-23.wav,normal,Dogs are sitting by the door,Actor_23
1366,angry,/03-01-05-01-02-01-23.wav,normal,Dogs are sitting by the door,Actor_23
1367,angry,/03-01-05-02-01-01-23.wav,intense,Kids are talking by the door,Actor_23
1368,fear,/03-01-06-02-01-02-23.wav,intense,Kids are talking by the door,Actor_23
1369,sad,/03-01-04-01-01-02-23.wav,normal,Kids are talking by the door,Actor_23
1370,disgust,/03-01-07-01-01-01-23.wav,normal,Kids are talking by the door,Actor_23
1371,disgust,/03-01-07-02-02-01-23.wav,intense,Dogs are sitting by the door,Actor_23
1372,sad,/03-01-04-02-02-02-23.wav,intense,Dogs are sitting by the door,Actor_23
1373,surprise,/03-01-08-02-02-01-23.wav,intense,Dogs are sitting by the door,Actor_23
1374,surprise,/03-01-08-01-01-01-23.wav,normal,Kids are talking by the door,Actor_23
1375,happy,/03-01-03-02-02-02-23.wav,intense,Dogs are sitting by the door,Actor_23
1376,happy,/03-01-03-01-01-02-23.wav,normal,Kids are talking by the door,Actor_23
1377,calm,/03-01-02-02-01-01-23.wav,intense,Kids are talking by the door,Actor_23
1378,calm,/03-01-02-01-02-01-23.wav,normal,Dogs are sitting by the door,Actor_23
1379,neutral,/03-01-01-01-02-02-23.wav,normal,Dogs are sitting by the door,Actor_23
1380,happy,/03-01-03-02-01-02-24.wav,intense,Kids are talking by the door,Actor_24
1381,happy,/03-01-03-01-02-02-24.wav,normal,Dogs are sitting by the door,Actor_24
1382,calm,/03-01-02-02-02-01-24.wav,intense,Dogs are sitting by the door,Actor_24
1383,calm,/03-01-02-01-01-01-24.wav,normal,Kids are talking by the door,Actor_24
1384,neutral,/03-01-01-01-01-02-24.wav,normal,Kids are talking by the door,Actor_24
1385,fear,/03-01-06-01-01-02-24.wav,normal,Kids are talking by the door,Actor_24
1386,angry,/03-01-05-01-01-01-24.wav,normal,Kids are talking by the door,Actor_24
1387,angry,/03-01-05-02-02-01-24.wav,intense,Dogs are sitting by the door,Actor_24
1388,fear,/03-01-06-02-02-02-24.wav,intense,Dogs are sitting by the door,Actor_24
1389,sad,/03-01-04-01-02-02-24.wav,normal,Dogs are sitting by the door,Actor_24
1390,disgust,/03-01-07-01-02-01-24.wav,normal,Dogs are sitting by the door,Actor_24
1391,disgust,/03-01-07-02-01-01-24.wav,intense,Kids are talking by the door,Actor_24
1392,sad,/03-01-04-02-01-02-24.wav,intense,Kids are talking by the door,Actor_24
1393,surprise,/03-01-08-02-01-01-24.wav,intense,Kids are talking by the door,Actor_24
1394,surprise,/03-01-08-01-02-01-24.wav,normal,Dogs are sitting by the door,Actor_24
1395,angry,/03-01-05-01-02-02-24.wav,normal,Dogs are sitting by the door,Actor_24
1396,fear,/03-01-06-01-02-01-24.wav,normal,Dogs are sitting by the door,Actor_24
1397,fear,/03-01-06-02-01-01-24.wav,intense,Kids are talking by the door,Actor_24
1398,angry,/03-01-05-02-01-02-24.wav,intense,Kids are talking by the door,Actor_24
1399,disgust,/03-01-07-01-01-02-24.wav,normal,Kids are talking by the door,Actor_24
1400,sad,/03-01-04-01-01-01-24.wav,normal,Kids are talking by the door,Actor_24
1401,sad,/03-01-04-02-02-01-24.wav,intense,Dogs are sitting by the door,Actor_24
1402,disgust,/03-01-07-02-02-02-24.wav,intense,Dogs are sitting by the door,Actor_24
1403,surprise,/03-01-08-02-02-02-24.wav,intense,Dogs are sitting by the door,Actor_24
1404,surprise,/03-01-08-01-01-02-24.wav,normal,Kids are talking by the door,Actor_24
1405,happy,/03-01-03-02-02-01-24.wav,intense,Dogs are sitting by the door,Actor_24
1406,happy,/03-01-03-01-01-01-24.wav,normal,Kids are talking by the door,Actor_24
1407,calm,/03-01-02-02-01-02-24.wav,intense,Kids are talking by the door,Actor_24
1408,neutral,/03-01-01-01-02-01-24.wav,normal,Dogs are sitting by the door,Actor_24
1409,calm,/03-01-02-01-02-02-24.wav,normal,Dogs are sitting by the door,Actor_24
1410,sad,/03-01-04-02-01-01-24.wav,intense,Kids are talking by the door,Actor_24
1411,disgust,/03-01-07-02-01-02-24.wav,intense,Kids are talking by the door,Actor_24
1412,disgust,/03-01-07-01-02-02-24.wav,normal,Dogs are sitting by the door,Actor_24
1413,sad,/03-01-04-01-02-01-24.wav,normal,Dogs are sitting by the door,Actor_24
1414,fear,/03-01-06-02-02-01-24.wav,intense,Dogs are sitting by the door,Actor_24
1415,angry,/03-01-05-02-02-02-24.wav,intense,Dogs are sitting by the door,Actor_24
1416,angry,/03-01-05-01-01-02-24.wav,normal,Kids are talking by the door,Actor_24
1417,fear,/03-01-06-01-01-01-24.wav,normal,Kids are talking by the door,Actor_24
1418,surprise,/03-01-08-01-02-02-24.wav,normal,Dogs are sitting by the door,Actor_24
1419,surprise,/03-01-08-02-01-02-24.wav,intense,Kids are talking by the door,Actor_24
1420,neutral,/03-01-01-01-01-01-24.wav,normal,Kids are talking by the door,Actor_24
1421,calm,/03-01-02-01-01-02-24.wav,normal,Kids are talking by the door,Actor_24
1422,calm,/03-01-02-02-02-02-24.wav,intense,Dogs are sitting by the door,Actor_24
1423,happy,/03-01-03-01-02-01-24.wav,normal,Dogs are sitting by the door,Actor_24
1424,happy,/03-01-03-02-01-01-24.wav,intense,Kids are talking by the door,Actor_24
1425,calm,/03-01-02-01-02-01-24.wav,normal,Dogs are sitting by the door,Actor_24
1426,neutral,/03-01-01-01-02-02-24.wav,normal,Dogs are sitting by the door,Actor_24
1427,calm,/03-01-02-02-01-01-24.wav,intense,Kids are talking by the door,Actor_24
1428,happy,/03-01-03-01-01-02-24.wav,normal,Kids are talking by the door,Actor_24
1429,happy,/03-01-03-02-02-02-24.wav,intense,Dogs are sitting by the door,Actor_24
1430,disgust,/03-01-07-02-02-01-24.wav,intense,Dogs are sitting by the door,Actor_24
1431,sad,/03-01-04-02-02-02-24.wav,intense,Dogs are sitting by the door,Actor_24
1432,sad,/03-01-04-01-01-02-24.wav,normal,Kids are talking by the door,Actor_24
1433,disgust,/03-01-07-01-01-01-24.wav,normal,Kids are talking by the door,Actor_24
1434,angry,/03-01-05-02-01-01-24.wav,intense,Kids are talking by the door,Actor_24
1435,fear,/03-01-06-02-01-02-24.wav,intense,Kids are talking by the door,Actor_24
1436,fear,/03-01-06-01-02-02-24.wav,normal,Dogs are sitting by the door,Actor_24
1437,angry,/03-01-05-01-02-01-24.wav,normal,Dogs are sitting by the door,Actor_24
1438,surprise,/03-01-08-01-01-01-24.wav,normal,Kids are talking by the door,Actor_24
1439,surprise,/03-01-08-02-02-01-24.wav,intense,Dogs are sitting by the door,Actor_24
